CORNERSNAP-RESOLVE: frame 8851 obj 127040355 rewind (37.588,0.105,0.102)->(37.748,0.105,0.048) waypoints 2
CORNERSNAP-RESOLVE: frame 8852 obj 127040355 rewind (37.607,0.105,0.129)->(37.753,0.105,0.080) waypoints 2
CORNERSNAP-RESOLVE: frame 8853 obj 127040355 rewind (37.603,0.105,0.160)->(37.757,0.105,0.108) waypoints 2
CORNERSNAP-RESOLVE: frame 8854 obj 127040355 rewind (37.580,0.105,0.199)->(37.761,0.105,0.138) waypoints 2
CORNERSNAP-RESOLVE: frame 8855 obj 127040355 rewind (37.557,0.105,0.244)->(37.766,0.105,0.174) waypoints 2
CORNERSNAP-RESOLVE: frame 8856 obj 127040355 rewind (37.554,0.105,0.288)->(37.771,0.105,0.215) waypoints 2
CORNERSNAP-RESOLVE: frame 8857 obj 127040355 rewind (37.569,0.105,0.328)->(37.777,0.105,0.258) waypoints 2
CORNERSNAP-RESOLVE: frame 8858 obj 127040355 rewind (37.614,0.105,0.356)->(37.783,0.105,0.299) waypoints 2
CORNERSNAP-RESOLVE: frame 8859 obj 127040355 rewind (37.618,0.105,0.389)->(37.787,0.105,0.332) waypoints 2
CORNERSNAP-RESOLVE: frame 8860 obj 127040355 rewind (37.645,0.105,0.414)->(37.792,0.105,0.365) waypoints 2
CORNERSNAP-RESOLVE: frame 8861 obj 127040355 rewind (37.646,0.105,0.444)->(37.796,0.105,0.394) waypoints 2
CORNERSNAP-RESOLVE: frame 8862 obj 127040355 rewind (37.649,0.105,0.474)->(37.800,0.105,0.423) waypoints 2
CORNERSNAP-RESOLVE: frame 8863 obj 127040355 rewind (37.587,0.105,0.526)->(37.804,0.105,0.453) waypoints 2
CORNERSNAP-RESOLVE: frame 8864 obj 127040355 rewind (37.648,0.105,0.550)->(37.810,0.105,0.496) waypoints 2
CORNERSNAP-RESOLVE: frame 8865 obj 127040355 rewind (37.592,0.105,0.602)->(37.814,0.105,0.527) waypoints 2
CORNERSNAP-RESOLVE: frame 8866 obj 127040355 rewind (37.690,0.105,0.615)->(37.820,0.105,0.571) waypoints 2
CORNERSNAP-RESOLVE: frame 8867 obj 127040355 rewind (37.627,0.105,0.663)->(37.823,0.105,0.596) waypoints 2
